0.	tok	 :) pahaha ganz heiss emojiQfaceWithTearsOfJoy haha oke ;) hahaha hesch eigentlich insta 
	msg	 wenn ihn mal gsesch seisch mir was denksch okayy?:)[1-1] pahaha ganz heiss emojiQfaceWithTearsOfJoy[2-5] haha oke ;)[6-8] hahaha[9-9] hesch eigentlich insta?[10-13] 
	msg_id	 237186[1-1] 237187[2-5] 237188[6-8] 237189[9-9] 237190[10-13] 
	spk	 spk564[1-1] spk565[2-5] spk565[6-8] spk564[9-9] spk564[10-13] 


1.	tok	 insta ? ja voll : [UserName] okk mercii :) emojiQwinkingFace bisch auu 
	msg	 hesch eigentlich insta?[1-2] ja voll: [UserName][3-6] okk mercii :)[7-9]  emojiQwinkingFace[10-10] bisch auu rihanna konzert gsi?;) voll geil gsii[11-20] 
	msg_id	 237190[1-2] 237191[3-6] 237192[7-9] 237193[10-10] 237194[11-20] 
	spk	 spk564[1-2] spk565[3-6] spk564[7-9] spk565[10-10] spk564[11-20] 


2.	tok	 lehrer latschprüefig verlore het emojiQfaceWithTearsOfJoy hahah oke ;) du chasch glaubs am 
	msg	 Er het mer au mal glaubt dass de lehrer latschprüefig verlore het emojiQfaceWithTearsOfJoy[1-5] hahah oke ;)[6-8] du chasch glaubs am 6. November am HB günne. Wenn tickets wo umeflüget fangsch odrso[9-24] 
	msg_id	 237216[1-5] 237217[6-8] 237218[9-24] 
	spk	 spk564[1-5] spk565[6-8] spk564[9-24] 


3.	tok	 hani früeh golf emojiQgrinningFaceWithSmilingEyes egaal ah okk haha du au es hobby 
	msg	 haha morn hani früeh golf emojiQgrinningFaceWithSmilingEyes[1-4] egaal[5-5] ah okk haha[6-8] du au es hobby?[9-13] 
	msg_id	 237278[1-4] 237279[5-5] 237280[6-8] 237281[9-13] 
	spk	 spk564[1-4] spk564[5-5] spk565[6-8] spk564[9-13] 


4.	tok	 de wuche go jogge und so okee :) haha toll no 3 
	msg	 haha ja aso ich gahn nüm is training isch weg schuel nüm gange :( aber ich gahn efach für mich 2mal ii de wuche go jogge und so[1-6] okee:)[7-8] haha toll no 3 min :'D[9-14] 
	msg_id	 237284[1-6] 237285[7-8] 237286[9-14] 
	spk	 spk565[1-6] spk564[7-8] spk564[9-14] 


5.	tok	 schlaafe :/ schlaaf schön ;)) haha oke guetnacht ;) heeii :) heyy 
	msg	 muss mal go schlaafe:/ schlaaf schön;))[1-5] haha oke guetnacht ;)[6-9] heeii :)[10-11] heyy ;)[12-13] 
	msg_id	 237333[1-5] 237334[6-9] 237335[10-11] 237336[12-13] 
	spk	 spk564[1-5] spk565[6-9] spk564[10-11] spk565[12-13] 


6.	tok	 no nett us .. ;) haha okee :) ich verzehl lieber nix 
	msg	 haha er gseht no nett us.. ;)[1-5] haha okee :) ich verzehl lieber nix vo ihm emojiQfaceWithTearsOfJoy[6-15] 
	msg_id	 237341[1-5] 237342[6-15] 
	spk	 spk565[1-5] spk564[6-15] 


7.	tok	 eppis ztue ha mit ihm hahahhaha oke emojiQwinkingFace emojiQgrinningFaceWithSmilingEyes haha wms ? 
	msg	 haha deerfi ned sege emojiQspeakNoEvilMonkey  aber du würsch dis ganze lebe nie welle eppis ztue ha mit ihm[1-5] hahahhaha oke emojiQwinkingFace  emojiQgrinningFaceWithSmilingEyes[6-9] haha[10-10] wms?:)[11-13] 
	msg_id	 237344[1-5] 237345[6-9] 237346[10-10] 237347[11-13] 
